Store,Image,Name,Item Details,Price,Deal
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/2327516/23455172-49_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/2670547/29010095-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/0878564/26347635-39_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/5043514/1157060-52_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/1369917/24972141-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/0529474/5586240-51_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/7817568/23317171-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/8280030/29291195-22_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/1181641/12158710-36_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/3789292/1626080-29_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TH16_2023/7840588/35440254-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7156509/27100615-16_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/6421350/1877780-34_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0583448/25289639-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rucola,"Kl. I, je 125-g-Schale, (1 kg = 7.12)","0,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4508467/27236719-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Leerdammer Original,"holl. Schnittkäse, 45% Fett i.Tr., je 100 g","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8874226/37902848-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Salakis Schafskäse Natur,"je 180-g-Pckg, (1 kg = 11.06)","1,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1327431/30927094-11_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Frischwurst-Aufschnitt,"versch. Sorten, mit Bierschinken, Haltungsform 2, je 100 g","0,88 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8710547/35600996-12_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,REWE Beste Wahl Bulgursalat,"je 200-g-Becher, (1 kg = 4.95)","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2465755/30450214-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Frische magere Rindsmettwurst oder Rindfleischsalami,je 100 g,"1,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1990014/23478882-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Thüringer Landstolz Paprikapastete,"mit Joghurt, je 100 g","1,29 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1086344/23285811-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Berschneider Graved Lachsfleisch,je 100 g,"1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8208718/28541524-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Krone Meine Lieblingsforelle,"je 75-g-Pckg, (1 kg = 23.87)","1,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8305884/31274511-26_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Garden Gourmet Sensational Burger,"2 Stück, je 226-g-Pckg, (1 kg = 11.02)","2,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7055925/26686054-35_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Garden Gourmet Vegetarische Filetstreifen,"je 175-g-Pckg, (1 kg = 14.23)","2,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8531742/32545644-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Salat Hummus Bowl,"mit Quinoa und Ei, je 325-g-Schale, (1 kg = 8.58)","2,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2345396/23879240-16_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Schweine-Rückensteaks,"in versch. Marinaden, Haltungsform 2, je 300-g-Pckg, (1 kg = 9.97)","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1308368/20963380-39_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Müller Fruchtbuttermilch,"versch. Sorten, je 500-g-Fl, (1 kg = 1.58)","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5847079/1324640-42_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Weihenstephan Rahmjoghurt,"versch. Sorten, je 150-g-Becher, (1 kg = 4.33)","0,65 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2559102/1499960-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Bauer Joghurt mild,"versch. Sorten, je 250-g-Becher, (1 kg = 2.20)","0,55 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7782342/36084629-16_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Starbucks Frappuccino Coffee,"koffeinhaltig, je 250-ml-Fl, (1 l = 5.96)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0965239/31130984-22_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Starbucks Caffee Latte,"koffeinhaltig, je 220-ml-Becher, (1 l = 6.77)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1355708/28364696-2_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Nestlé Joghurt mit Smarties,"versch. Sorten, je 120-g-Becher, (1 kg = 4.92)","0,59 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/9342478/2926570-57_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Fol Epi Classic,"frz. Schnittkäse, 50% Fett i.Tr., je 150-g-Pckg, (1 kg = 11.27)","1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2214515/22924142-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Kerrygold extra,"versch. Sorten, je 400-g-Becher, (1 kg = 6.93)","2,77 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8292013/29167926-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Meggle Kräuter-Butter,"je 120-g-Becher, (1 kg = 14.08)","1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4529464/31257491-2_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Meggle Kräuter-Butter,"je 125-g-Rolle, (1 kg = 13.52)","1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2458768/35110961-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Arla Skyr,"versch. Sorten, je 450-g-Becher, (1 kg = 3.31)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7301952/38763209-2_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dr. Oetker Rote Grütze Klassik,"je 500-g-Becher, (1 kg = 3.98)","1,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TZ16_2023/0878564/26347635-39_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Wagner Die Backfrische Mozzarella,"tiefgefroren, je 350-g-Pckg, (1 kg = 5.69)","1,99 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE_TZ16_2023/2670547/29010095-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Wagner Big City Pizza Budapest,"tiefgefroren, je 400-g-Pckg, (1 kg = 4.98)","1,99 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0208862/1461140-42_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dovgan Plombir Eiscreme Vanille,"je 6 x 130-ml-Pckg, (1 l = 2.85)","2,22 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7704543/38473853-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Costa Frutti die Mare Premium,"tiefgefroren, je 230-g-Btl, (1 kg = 19.30)","4,44 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8377443/30742514-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,REWE Beste Wahl Granatapfelkerne,"tiefgefroren, je 300-g-Pckg, (1 kg = 5.63)","1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8255013/29000118-12_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Followfish Wildlachs Filets,"tiefgefroren, je 200-g-Pckg, (1 kg = 24.95)","4,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8818697/37008681-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Gustavo Gusto Extra Luftig Pizza Salame,"tiefgefroren, je 330-g-Pckg, (1 kg = 9.06)","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7753912/37008679-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Gustavo Gusto Extra Luftig Pizza Margherita,"tiefgefroren, je 310-g-Pckg, (1 kg = 9.65)","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8902524/38389209-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Magnum Double Starchaser,"je 255-ml-Pckg, (1 l = 8.98)","2,29 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1369917/24972141-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Iglo 13 Backfischstäbchen,"tiefgefroren, je 364-g-Pckg, (1 kg = 8.21)","2,99 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0529474/5586240-51_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Iglo Goldknusper Filets Gold-Backteig,"tiefgefroren, je 300-g-Pckg, (1 kg = 9.97)","2,99 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8903139/38472860-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Langnese Flutschfinger,"je 512-ml-Pckg, (1 l = 4.34)","2,22 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8174748/29250407-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Segafredo Caffè Crema,"Classico, je 1000-g-Btl","9,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0721271/1427840-24_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Jacobs Gold,"löslicher Bohnenkaffee, je 200-g-Glas, (1 kg = 29.95)","5,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7194831/27547447-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Jacobs Barista Editions,"ganze Bohnen, versch. Sorten, je 1000-g-Pckg","9,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5074193/1017590-42_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Mövenpick Gourmet-Frühstück Fruchtaufstrich,"versch. Sorten, je 250-g-Glas, (1 kg = 7.96)","1,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8542272/32436687-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dinkelbrot2,"Dinkelbrot mit Sonnenblumenkernen, je 500-g-St, (1 kg = 3.78)","1,89 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0980018/31089204-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Melitta Auslese Kaffeepads,"je 112-g-Btl, (1 kg = 15.09)","1,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/9288171/28818449-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Glas wiederverwendbar,Bihophar Bio-Blütenhonig im Bügelglas,"4,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7837333/34928240-4_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Butcher’s Burger Buns Dinkel,"je 300-g-Pckg, (1 kg = 4.63)","1,39 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7055901/26484398-12_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Jacobs Auslese oder Meisterröstung,"versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg, (1 kg = 7.98)","3,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8525431/32700862-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Kölln Hafer-Porridge Feine Basis,"je 375-g-Pckg, (1 kg = 6.11)","2,29 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8024471/31408896-11_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dermaris Mini Brötchen,"versch. Sorten, je 250-g-Btl, (1 kg = 6.36)","1,59 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8068615/680890-35_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Pema Vollkornbrot,"mit 6 versch. Brotsorten, je 500-g-Pckg, (1 kg = 3.98)","1,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/3759075/7824730-37_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Pfanni Kartoffel-Gericht,"versch. Sorten, je 400-g-Pckg, (1 kg = 2.48)","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4584171/9206200-72_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Knorr Schlemmersauce,"versch. Sorten, je 250-ml-Fl, (1 l = 3.16)","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2411049/26939485-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Mutti Bio Tomatenkonserven,"versch. Sorten, je 400-g-Dose, (1 kg = 2.48)","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7783107/36243694-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Knorr Spaghetteria Spinaci,"je 160-g-Btl, (1 kg = 6.19)","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7847240/33891004-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Maggi Herzensküche Würzpaste Spaghetti Bolognese,"je 85-g-Btl, (1 kg = 5.76)","0,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2413654/23685888-25_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Maggi Fix Curry Geschnetzeltes,"je 41-g-Btl, (1 kg = 11.95)","0,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/9312358/8531410-28_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Birkel Pasta,"versch. Ausformungen, je 500-g-Btl, (1 kg = 2.22)","1,11 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5043514/1157060-52_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Kölln Hafer-Müsli Schoko,"je 600-g-Pckg, (1 kg = 3.82)","2,29 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8151569/28407763-14_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Knorr Feinschmecker Waldpilzcremesuppe,"je 48-g-Btl, (1 kg = 16.46)","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8184772/28407667-15_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Knorr Feinschmecker Spargelcremesuppe,"je 49-g-Btl, (1 kg = 16.12)","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0182451/1701640-29_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dr. Oetker Paradies Creme,"Vanille-Geschmack, je 60-g-Pckg, (1 kg = 13.17)","0,79 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7817568/23317171-10_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Heinz Tomato Ketchup,"je 500-ml-Fl, (1 l = 3.98)","1,99 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4277775/2011100-73_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Schwartau Dessert-Sauce,"versch. Sorten, je 125-ml-Fl, (1 l = 8.88)","1,11 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1303474/16883080-41_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Mars Snickers,"je 5 x 50-g-Riegel-Pckg, (1 kg = 5.96)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/9498451/2229140-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Alete Kinder Keks,"ab dem 6. Monat, je 180-g-Pckg, (1 kg = 8.28)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8664466/34663935-7_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dr. Oetker My Sweet Table Mini Gugelhupf,"Schokolade, je 135-g-Pckg, (1 kg = 16.96)","2,29 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8578888/34326840-5_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Dr. Oetker My Sweet Table Kuchenkugeln,"Zitrone, je 150-g-Pckg, (1 kg = 15.27)","2,29 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4763068/693640-82_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Kinder Riegel,"je 10 x 21-g-Pckg, (1 kg = 7.10)","1,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/3953440/2650260-42_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Kinder Bueno,"je 6 x 21,5-g-Pckg, (1 kg = 12.33)","1,59 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5017734/3930130-53_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Alpia Schokolade,"Alpen-Vollmilch, je 100-g-Tafel, (1 kg = 6.90)","0,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE_TZ16_2023/8654202/34137633-8_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Valensina Saft,"versch. Sorten, aus Fruchtsaft- konzentrat, je 1-l-Fl, zzgl. 0.25 Pfand","1,11 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8937600/37908368-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Vita Cola,"versch. Sorten, koffeinhaltig, je 8 x 0,75-l-Fl.-Kasten, (1 l = 1.08), zzgl. 2.70 Pfand","6,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7704358/38200932-6_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Vöslauer Mineralwasser,"je 6 x 1-l-Fl.-Pckg, (1 l = 0.50), zzgl. 1.50 Pfand","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0263357/22381361-31_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Volvic Mineralwasser,"naturelle oder leichtperlig, je 6 x 1,5-l-Fl.-Pckg, (1 l = 0.53), zzgl. 1.50 Pfand","4,74 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0546404/4964510-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Effect Energy Drink,"koffeinhaltig, je 0,33-l-Dose, (1 l = 2.09), zzgl. 0.25 Pfand","0,69 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8002614/29216131-13_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,"Coca-Cola*, Coca-Cola Zero*, Fanta oder Sprite Mischkasten","versch. Sorten, *koffeinhaltig, je 12 x 1-l-Fl.-Kasten, (1 l = 0.79), zzgl. 3.30 Pfand","9,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2455438/24167881-31_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Vio Bio,"versch. Sorten, je 1-l-Fl, zzgl. 0.25 Pfand","1,19 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8875595/37819152-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Vio Flavoured Mineralwasser,"Pfirsich-Wassermelone, je 1-l-Fl, zzgl. 0.25 Pfand","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0475447/37265099-3_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Adelholzener Active O2,"versch. Sorten, je 0,75-l-Fl, (1 l = 1.32), zzgl. 0.25 Pfand","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5866251/5378130-44_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Hasseröder Premium Pils,"je 20 x 0,5-l-Fl.-Kasten, (1 l = 0.90), zzgl. 3.10 Pfand","8,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/9268235/2032730-34_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,"Berliner Kindl Jubiläumspilsener, Grapefruit, Radler naturtrüb oder alkoholfrei","je 20 x 0,5-l-Fl.-Kasten, (1 l = 0.95), zzgl. 3.10 Pfand","9,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8229244/1744090-45_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Köstritzer Schwarzbier,"je 20 x 0,5-l-Fl.-Kasten, (1 l = 1.05), zzgl. 3.10 Pfand","10,49 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/3677089/32279275-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Weihenstephaner Helles,"je 20 x 0,5-l-Fl.-Kasten, (1 l = 1.40), zzgl. 3.10 Pfand","13,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0436681/21605719-9_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Allgäuer Büble Edelbräu,"je 20 x 0,5-l-Fl.-Kasten, (1 l = 1.50), zzgl. 4.50 Pfand","14,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/2107713/22277534-20_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Grevensteiner Landbier,"je 16 x 0,5-l-Fl.-Kasten, (1 l = 1.75), zzgl. 2.78 Pfand","13,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0019145/3716360-66_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Karlsberg Mixery,"versch. Sorten, teilw. koffeinhaltig, je 0,5-l-Dose, (1 l = 1.98), zzgl. 0.25 Pfand","0,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/4883110/2704140-22_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Blanchet Vin de France,"versch. Sorten, trocken, je 0,75-l-Fl, (1 l = 3.99)","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/3568300/821400-44_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rasgón Tempranillo Vino de la tierra,"halbtrocken, je 0,75-l-Fl, (1 l = 3.99)","2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/7868669/1180010-30_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Golden Kaan,"versch. Sorten, trocken, je 0,75-l-Fl, (1 l = 5.32)","3,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/1360790/20315094-32_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Faber Secco,"je 0,75-l-Fl, (1 l = 2.96)","2,22 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/8775532/1206520-23_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Rotkäppchen Flaschengärung Sekt,"versch. Sorten, je 0,75-l-Fl, (1 l = 6.65)","4,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/6823831/6796120-56_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Wilthener Gebirgskräuter,"30% Vol., je 0,7-l-Fl, (1 l = 9.99)","6,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0033782/3883720-89_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Amarula Fruit Cream Liqueur,"17% Vol., je 0,7-l, (1 l = 15.70)","10,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0195049/2005920-55_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Söhnlein Brillant Sekt oder Frucht-Sparkling,"versch. Sorten, je 0,75-l-Fl, (1 l = 3.59)","2,69 €",Even cheaper with App Coupon
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/0681771/3528510-44_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Exklusiv bei REWE,Riesling Steillage QW,"2,99 €",None
REWE Supermarkt,https://img.rewe-static.de/REWE16_2023/5451272/6914550-33_digital-image.png?impolicy=s-offers&imwidth=200&output-format=image/webp,Puschkin Vodka,"37,5% Vol., je 0,7-l-Fl, (1 l = 9.27)","6,49 €",None
